"","V1","V2","V3","V4"
"result.19",800,-1,31.378999999999,12.4009999999998
"result.20",800,-1,32.8359999999993,12.277
"result.21",800,-1,30.0589999999993,12.9860000000008
"result.22",800,-1,31.6629999999986,12.7690000000002
"result.23",800,-1,32.8600000000006,13.0709999999999
"result.24",800,-1,32.1479999999992,12.9809999999998
"result.1",900,-1,32.3310000000001,17.0480000000007
"result.2",900,-1,29.7019999999993,17.8230000000003
"result.3",900,-1,26.0790000000015,17.228000000001
"result.4",900,-1,28.244999999999,17.0470000000005
"result.5",900,-1,33.1139999999996,16.0030000000006
"result.6",900,-1,30.2690000000002,16.7989999999991
"result.7",900,-1,31.6820000000007,17.7909999999993
"result.8",900,-1,29.9719999999998,16.7330000000002
"result.9",900,-1,38.3469999999998,15.4850000000006
"result.10",900,-1,39.8910000000014,16.0450000000001
"result.11",900,-1,39.4099999999999,15.6050000000014
"result.12",900,-1,40.7109999999993,16.0460000000003
"result.13",900,-1,35.9300000000003,17.5259999999998
"result.14",900,-1,39.1640000000007,17.2080000000005
"result.15",900,-1,37.1650000000009,16.8540000000012
"result.16",900,-1,39.7520000000004,17.6149999999998
"result.17",900,-1,37.5699999999997,16.7950000000001
"result.18",900,-1,39.8600000000006,16.3780000000006
"result.19",900,-1,43.4990000000016,17.0730000000003
"result.20",900,-1,46.8230000000003,15.7469999999994
"result.21",900,-1,41.2839999999997,15.9739999999983
"result.22",900,-1,44.4650000000001,17.0200000000004
"result.23",900,-1,40.7150000000001,16.7579999999998
"result.24",900,-1,42.7420000000002,15.5879999999997
"result.1",1000,-1,39.241,19.8229999999985
"result.2",1000,-1,36.5599999999995,21.625
"result.3",1000,-1,33.8780000000006,21.1589999999997
"result.4",1000,-1,36.7299999999996,21.5259999999998
"result.5",1000,-1,38.5930000000008,19.9099999999999
"result.6",1000,-1,38.6540000000005,20.116
"result.7",1000,-1,33.396999999999,21.7399999999998
"result.8",1000,-1,37.5130000000008,20.3459999999995
"result.9",1000,-1,42.3940000000002,19.0609999999997
"result.10",1000,-1,42.348,20.5609999999997
"result.11",1000,-1,38.7130000000016,19.6099999999988
"result.12",1000,-1,43.3940000000002,20.232
"result.13",1000,-1,41.1299999999992,20.7119999999995
"result.14",1000,-1,43.6100000000006,20.1280000000006
"result.15",1000,-1,46.5500000000011,20.3029999999999
"result.16",1000,-1,42.8860000000004,20.4359999999997
"result.17",1000,-1,50.0240000000013,19.1009999999987
"result.18",1000,-1,49.7669999999998,18.1009999999987
"result.19",1000,-1,41.0139999999992,19.9040000000005
"result.20",1000,-1,53.2410000000018,18.509
"result.21",1000,-1,51.9790000000012,18.5399999999991
"result.22",1000,-1,48.0290000000005,19.1589999999997
"result.23",1000,-1,55.4930000000004,18.884
"result.24",1000,-1,54.1720000000005,18.0020000000004
